PPS TN,Project,Description,Sub-Project,Machine,Tool No.,Area,Step,STD,MAX 8H,Planned,Realized,Backlog,Open,Monday,,,,,,Tuesday,,,,,,Wednesday,,,,,,Thursday,,,,,,Friday,,,,,,Saturday,,,,,,,Planned Production Output,,,,,,,,,,,,,,,,,,,Missed Parts Calculation,,,,,,,,,,,,,,,,,,,Planned until now,EFF per Project,,,,,Missed Parts Calculation,,,,,,,,,,,,,,,,,,,STD,,Daily SAP,,,,,,
,,,,,,,,,,,,,,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,,Shift 1,Shift 2,Shift 3,Shift 4,Shift 5,Shift 6,Shift 7,Shift 8,Shift 9,Shift 10,Shift 11,Shift 12,Shift 13,Shift 14,Shift 15,Shift 16,Shift 17,Shift 18,,Shift 1,Shift 2,Shift 3,Shift 4,Shift 5,Shift 6,Shift 7,Shift 8,Shift 9,Shift 10,Shift 11,Shift 12,Shift 13,Shift 14,Shift 15,Shift 16,Shift 17,Shift 18,Adherance,Total,Time used,,,,,Shift 1,Shift 2,Shift 3,Shift 4,Shift 5,Shift 6,Shift 7,Shift 8,Shift 9,Shift 10,Shift 11,Shift 12,Shift 13,Shift 14,Shift 15,Shift 16,Shift 17,Shift 18,,,,lundi,mardi,mercredi,jeudi,vendredi,samedi,Total
243919,Tiguan / Passat,Mod. DCC1_DCC2_5QS 903 A / 3WA 903 F_TN,VW Tiguan Passat,,,Pre-Assembly,,1.41,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,900,800,0,0,25,,1725
243920,Tiguan / Passat,Mod. DCC1_DCC2_5QS 903 F_TN,VW Tiguan Passat,Ohrmann,90°,Assembly,F,0.17,,"12,000","11,452",548,548,0,267,"1,200",720,0,306,"1,200",530,0,120,"1,200","1,244",0,273,"1,200",600,"1,200","1,088",0,556,"1,200",742,"1,200","1,716",0,285,"1,200","1,056","1,200","1,279",0,470,"1,200",200,0,,,,1200,,1200,,1200,,1200,1200,,1200,1200,,1200,1200,,1200,,,-267,480,-306,670,-120,-44,-273,600,112,-556,458,-516,-285,144,-79,-470,"1,000",,"3,464","12,000",32.26,,,,,-267,213,-93,577,457,413,140,740,852,296,754,238,-47,97,18,-452,548,,,2.3,,691,1525,1513,1612,2015,,7356
243920,Tiguan / Passat,Mod. DCC1_DCC2_5QS 903 F_TN,VW Tiguan Passat,Ohrmann,90°,Assembly,2,0.17,,"12,000","11,452",548,548,0,267,"1,200",720,0,306,"1,200",530,0,120,"1,200","1,244",0,273,"1,200",600,"1,200","1,088",0,556,"1,200",742,"1,200","1,716",0,285,"1,200","1,056","1,200","1,279",0,470,"1,200",200,0,,,,1200,,1200,,1200,,1200,1200,,1200,1200,,1200,1200,,1200,,,-267,480,-306,670,-120,-44,-273,600,112,-556,458,-516,-285,144,-79,-470,"1,000",,"3,464","12,000",32.26,,,,,,,,,,,,,,,,,,,,,,,,0,,691,1525,1513,1612,2015,,7356
243920,Tiguan / Passat,Mod. DCC1_DCC2_5QS 903 F_TN,VW Tiguan Passat,A.S541,357C,Molding,1,0.56,,"8,000","7,297",#REF!,703,0,221,800,722,0,262,800,530,0,103,800,734,0,262,800,662,800,790,0,362,800,,800,833,0,,800,,800,874,0,140,800,438,0,364,,,800,,800,,800,,800,800,,800,800,,800,800,,800,,,-221,78,-262,270,-103,66,-262,138,10,-362,800,#REF!,0,800,-74,-140,362,,"2,524","8,000",68.55,,,,,,,,,,,,,,,,,,,,,,,,0,,691,1525,1513,1612,2015,,7356
243920,Tiguan / Passat,Mod. DCC1_DCC2_5QS 903 F_TN,VW Tiguan Passat,,,Pre-Assembly,,1.41,,"12,000","12,811",-751,-811,0,,"1,200","1,020",0,,"1,200",700,0,400,"1,200","1,521",0,250,"1,200","1,300","1,200","1,340",0,,"1,200","1,400","1,200","1,320",0,,"1,200","1,200","1,200","1,300",0,,"1,200","1,000",0,60,,,1200,,1200,,1200,,1200,1200,,1200,1200,,1200,1200,,1200,,,0,180,0,500,-400,-321,-250,-100,-140,0,-200,-120,0,0,-100,0,200,,880,"12,000",301.06,,,,,,,,,,,,,,,,,,,,,,,,0,,691,1525,1513,1612,2015,,7356
250030,Tiguan / Passat,Modul DCC1_DCC2_5QS 903 H_TN,VW Tiguan Passat,Ohrmann,90°,Assembly,F,0.17,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2.16,,0,0,0,0,0,,0
250030,Tiguan / Passat,Modul DCC1_DCC2_5QS 903 H_TN,VW Tiguan Passat,Ohrmann,90°,Assembly,2,0.17,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
250030,Tiguan / Passat,Modul DCC1_DCC2_5QS 903 H_TN,VW Tiguan Passat,A.S541,357C,Molding,1,0.56,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
250030,Tiguan / Passat,Modul DCC1_DCC2_5QS 903 H_TN,VW Tiguan Passat,,,Pre-Assembly,,1.41,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
243715,PPC,Mod.DZFHR_8B3 972 254_SWGE_TN,PPC,SKM Round1,180°,Assembly,F,0.13,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.85,,0,0,0,0,0,,0
243715,PPC,Mod.DZFHR_8B3 972 254_SWGE_TN,PPC,A.S947,373F,Molding,1,0.31,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
243715,PPC,Mod.DZFHR_8B3 972 254_SWGE_TN,PPC,,,Pre-Assembly,,0.54,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
243910,T7,Mod. DCC_7T0 903 F/ 903 K/ 903 S_TN,T7,SKM Round2,90°,Assembly,F,0.17,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.28,,0,0,0,0,0,,0
243910,T7,Mod. DCC_7T0 903 F/ 903 K/ 903 S_TN,T7,A.S874,357E,Molding,1,0.28,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
243910,T7,Mod. DCC_7T0 903 F/ 903 K/ 903 S_TN,T7,,,Pre-Assembly,,0.54,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
243911,T7,Mod. DCC 7T0 903 P/ 903 T_TN,T7,SKM Round2,90°,Assembly,F,0.17,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.4,,0,120,0,0,0,,120
243911,T7,Mod. DCC 7T0 903 P/ 903 T_TN,T7,A.S874,357E,Molding,1,0.28,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,120,0,0,0,,120
243911,T7,Mod. DCC 7T0 903 P/ 903 T_TN,T7,,,Pre-Assembly,,0.54,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,120,0,0,0,,120
249313,E4,Modul DZF_RBS 9Y4 251_TN,E4 Front,SKM Round,60°,Assembly,F,0.17,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.07,,0,0,0,0,0,,0
249313,E4,Modul DZF_RBS 9Y4 251_TN,E4 Front,SKM Round2,90°,Assembly,3,0.13,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
249313,E4,Modul DZF_RBS 9Y4 251_TN,E4 Front,A.S390,619C,Molding,2,0.32,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
249313,E4,Modul DZF_RBS 9Y4 251_TN,E4 Front,A.S874,357E,Molding,1,0.28,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
249313,E4,Modul DZF_RBS 9Y4 251_TN,E4 Front,,,Pre-Assembly,,1.65,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
249314,E4,Modul DZF_RBS 9Y4 251 A_TN,E4 Front,SKM Round,60°,Assembly,F,0.17,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.13,,0,0,0,0,0,,0
249314,E4,Modul DZF_RBS 9Y4 251 A_TN,E4 Front,SKM Round2,90°,Assembly,3,0.13,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
249314,E4,Modul DZF_RBS 9Y4 251 A_TN,E4 Front,A.S390,619C,Molding,2,0.32,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
249314,E4,Modul DZF_RBS 9Y4 251 A_TN,E4 Front,A.S874,357E,Molding,1,0.28,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
249314,E4,Modul DZF_RBS 9Y4 251 A_TN,E4 Front,,,Pre-Assembly,,1.65,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
249315,E4,Modul DAE_A_B_C 9Y4 252_TN,E4 Front,SKM Round,60°,Assembly,F,0.17,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.82,,0,0,0,0,0,,0
249315,E4,Modul DAE_A_B_C 9Y4 252_TN,E4 Front,SKM Round2,90°,Assembly,5,0.13,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
249315,E4,Modul DAE_A_B_C 9Y4 252_TN,E4 Front,SKM Round2,90°,Assembly,4,0.13,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
249315,E4,Modul DAE_A_B_C 9Y4 252_TN,E4 Front,A.S390,619C,Molding,3,0.32,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
249315,E4,Modul DAE_A_B_C 9Y4 252_TN,E4 Front,A.S874,357E,Molding,2,0.28,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
249315,E4,Modul DAE_A_B_C 9Y4 252_TN,E4 Front,A.S874,357E,Molding,1,0.28,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,3.13,,0,0,0,0,0,,0
249315,E4,Modul DAE_A_B_C 9Y4 252_TN,E4 Front,,,Pre-Assembly,,1.65,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
249316,E4,Modul DZF_RBS 9Y4 255_TN,E4 Front,SKM Round,60°,Assembly,F,0.17,,"1,600","1,419",181,181,0,,0,,0,,0,,800,426,800,213,0,,0,780,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,800,800,,,,,,,,,,,,,,0,0,0,0,374,587,0,-780,0,0,0,0,0,0,0,0,0,,961,"1,600",4,,,,,0,0,0,0,374,961,961,181,181,181,181,181,181,181,181,181,181,,,0,,0,500,300,400,0,,1200
249316,E4,Modul DZF_RBS 9Y4 255_TN,E4 Front,SKM Round2,90°,Assembly,3,0.13,,"1,600","1,271",329,329,0,,0,,0,,0,,800,276,800,213,0,,0,782,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,800,800,,,,,,,,,,,,,,0,0,0,0,524,587,0,-782,0,0,0,0,0,0,0,0,0,,"1,111","1,600",2.75,,,,,,,,,,,,,,,,,,,,,,,,0,,0,500,300,400,0,,1200
249316,E4,Modul DZF_RBS 9Y4 255_TN,E4 Front,A.S390,619C,Molding,2,0.32,,"1,600",822,778,778,0,,0,,0,,0,,800,212,800,44,0,,0,566,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,800,800,,,,,,,,,,,,,,0,0,0,0,588,756,0,-566,0,0,0,0,0,0,0,0,0,,"1,344","1,600",4.39,,,,,,,,,,,,,,,,,,,,,,,,0,,0,500,300,400,0,,1200
249316,E4,Modul DZF_RBS 9Y4 255_TN,E4 Front,A.S874,357E,Molding,1,0.28,,"1,600",900,700,700,0,,0,,0,,0,,800,180,800,80,0,,0,640,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,800,800,,,,,,,,,,,,,,0,0,0,0,620,720,0,-640,0,0,0,0,0,0,0,0,0,,"1,340","1,600",4.23,,,,,,,,,,,,,,,,,,,,,,,,3.82,,0,500,300,400,0,,1200
249316,E4,Modul DZF_RBS 9Y4 255_TN,E4 Front,,,Pre-Assembly,,1.65,,"1,600",950,650,650,0,,0,,0,,800,,800,450,0,,0,500,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,800,800,,,,,,,,,,,,,,,0,0,0,800,350,0,-500,0,0,0,0,0,0,0,0,0,0,,"1,150","1,600",26.13,,,,,,,,,,,,,,,,,,,,,,,,0,,0,500,300,400,0,,1200
249317,E4,Modul DAE_A_B_C 9Y4 256_TN,E4 Front,SKM Round,60°,Assembly,F,0.17,,"1,600",180,"1,420","1,420",0,,0,,800,180,800,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,800,800,,,,,,,,,,,,,,,,0,0,620,800,0,0,0,0,0,0,0,0,0,0,0,0,0,,"1,420","1,600",0.51,,,,,0,0,620,"1,420","1,420","1,420","1,420","1,420","1,420","1,420","1,420","1,420","1,420","1,420","1,420","1,420","1,420",,,0,,178,0,0,0,0,,178
249317,E4,Modul DAE_A_B_C 9Y4 256_TN,E4 Front,SKM Round2,90°,Assembly,5,0.13,,"1,600",187,"1,413","1,413",0,,0,,800,187,800,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,800,800,,,,,,,,,,,,,,,,0,0,613,800,0,0,0,0,0,0,0,0,0,0,0,0,0,,"1,413","1,600",0.41,,,,,,,,,,,,,,,,,,,,,,,,0,,178,0,0,0,0,,178
249317,E4,Modul DAE_A_B_C 9Y4 256_TN,E4 Front,SKM Round2,90°,Assembly,4,0.13,,"1,600",187,"1,413","1,413",0,,0,,800,187,800,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,800,800,,,,,,,,,,,,,,,,0,0,613,800,0,0,0,0,0,0,0,0,0,0,0,0,0,,"1,413","1,600",0.41,,,,,,,,,,,,,,,,,,,,,,,,0,,178,0,0,0,0,,178
249317,E4,Modul DAE_A_B_C 9Y4 256_TN,E4 Front,A.S390,619C,Molding,3,0.32,,"1,600",200,"1,400","1,400",0,,0,,800,200,800,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,800,800,,,,,,,,,,,,,,,,0,0,600,800,0,0,0,0,0,0,0,0,0,0,0,0,0,,"1,400","1,600",1.07,,,,,,,,,,,,,,,,,,,,,,,,2.62,,178,0,0,0,0,,178
249317,E4,Modul DAE_A_B_C 9Y4 256_TN,E4 Front,A.S874,357E,Molding,2,0.28,,"1,600",200,"1,400","1,400",0,,0,,800,200,800,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,800,800,,,,,,,,,,,,,,,,0,0,600,800,0,0,0,0,0,0,0,0,0,0,0,0,0,,"1,400","1,600",0.94,,,,,,,,,,,,,,,,,,,,,,,,0,,178,0,0,0,0,,178
249317,E4,Modul DAE_A_B_C 9Y4 256_TN,E4 Front,A.S874,357E,Molding,1,0.28,,"1,600",488,"1,112","1,112",800,,800,168,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,320,0,,0,,0,,0,,0,,0,,,800,800,,,,,,,,,,,,,,,,,,800,632,0,0,0,0,0,0,0,0,0,-320,0,0,0,0,0,,"1,432","1,600",2.29,,,,,,,,,,,,,,,,,,,,,,,,0,,178,0,0,0,0,,178
249317,E4,Modul DAE_A_B_C 9Y4 256_TN,E4 Front,,,Pre-Assembly,,1.65,,"1,600",950,650,650,800,200,800,100,0,100,0,,0,,0,,0,,0,,0,225,0,300,0,,0,25,0,,0,,0,,0,,0,,0,,,800,800,,,,,,,,,,,,,,,,,,600,700,-100,0,0,0,0,0,-225,-300,0,-25,0,0,0,0,0,,"1,300","1,600",26.13,,,,,,,,,,,,,,,,,,,,,,,,0,,178,0,0,0,0,,178
249076,E4,Mod. DAE_A_B 9Y4 252 B_TN,E4 Front,SKM Round,60°,Assembly,F,0.17,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,,0
249076,E4,Mod. DAE_A_B 9Y4 252 B_TN,E4 Front,SKM Round,30°,Assembly,3,0.13,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,2.62,,0,0,0,0,0,,0
249076,E4,Mod. DAE_A_B 9Y4 252 B_TN,E4 Front,A.S390,619C,Molding,2,0.32,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
249076,E4,Mod. DAE_A_B 9Y4 252 B_TN,E4 Front,A.S616,701,Molding,1,0.31,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
249076,E4,Mod. DAE_A_B 9Y4 252 B_TN,E4 Front,,,Pre-Assembly,,1.52,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
249077,E4,Mod. DAE_A_B 9Y4 256 B_TN,E4 Front,SKM Round,60°,Assembly,F,0.17,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,,0
249077,E4,Mod. DAE_A_B 9Y4 256 B_TN,E4 Front,SKM Round,30°,Assembly,3,0.13,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.81,,0,0,0,0,0,,0
249077,E4,Mod. DAE_A_B 9Y4 256 B_TN,E4 Front,A.S390,619C,Molding,2,0.32,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
249077,E4,Mod. DAE_A_B 9Y4 256 B_TN,E4 Front,A.S616,701,Molding,1,0.31,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
