PPS TN,Project,Description,Sub-Project,Machine,Tool No.,Area,Step,STD,MAX 8H,Planned,Realized,Backlog,Open,Monday,,,,,,Tuesday,,,,,,Wednesday,,,,,,Thursday,,,,,,Friday,,,,,,Saturday,,,,,,,Planned Production Output,,,,,,,,,,,,,,,,,,,Missed Parts Calculation,,,,,,,,,,,,,,,,,,,Planned until now,EFF per Project,,,,,Missed Parts Calculation,,,,,,,,,,,,,,,,,,,STD,,Daily SAP,,,,,,
,,,,,,,,,,,,,,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,,Shift 1,Shift 2,Shift 3,Shift 4,Shift 5,Shift 6,Shift 7,Shift 8,Shift 9,Shift 10,Shift 11,Shift 12,Shift 13,Shift 14,Shift 15,Shift 16,Shift 17,Shift 18,,Shift 1,Shift 2,Shift 3,Shift 4,Shift 5,Shift 6,Shift 7,Shift 8,Shift 9,Shift 10,Shift 11,Shift 12,Shift 13,Shift 14,Shift 15,Shift 16,Shift 17,Shift 18,Adherance,Total,Time used,,,,,Shift 1,Shift 2,Shift 3,Shift 4,Shift 5,Shift 6,Shift 7,Shift 8,Shift 9,Shift 10,Shift 11,Shift 12,Shift 13,Shift 14,Shift 15,Shift 16,Shift 17,Shift 18,,,,lundi,mardi,mercredi,jeudi,vendredi,samedi,Total
243927,EN,Mod. DCC2_3WA 902 L_902 Q_TN,Tiguan / Passat EN,SKM Round2,90°,Assembly,F,0.26,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.26,,0,0,0,0,0,,0
243927,EN,Mod. DCC2_3WA 902 L_902 Q_TN,Tiguan / Passat EN,A.S396,357C,Molding,1,0.28,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
243927,EN,Mod. DCC2_3WA 902 L_902 Q_TN,Tiguan / Passat EN,,,Pre-Assembly,,0.95,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
243928,EN,Mod. DCC2_3WA 902 N_902 S_TN,Tiguan / Passat EN,SKM Round2,90°,Assembly,F,0.26,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.26,,0,0,0,0,0,,0
243928,EN,Mod. DCC2_3WA 902 N_902 S_TN,Tiguan / Passat EN,A.S396,357C,Molding,1,0.28,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
243928,EN,Mod. DCC2_3WA 902 N_902 S_TN,Tiguan / Passat EN,,,Pre-Assembly,,0.95,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
243929,EN,Mod. DCC1_ 5QS 927 902 C_902 S_TN,Tiguan / Passat EN,SKM Transf.,90°,Assembly,F,0.26,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.62,,0,0,0,0,0,,0
243929,EN,Mod. DCC1_ 5QS 927 902 C_902 S_TN,Tiguan / Passat EN,A.S243,357I,Molding,1,0.28,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
243929,EN,Mod. DCC1_ 5QS 927 902 C_902 S_TN,Tiguan / Passat EN,A047,172B,Molding,2,0.31,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
243929,EN,Mod. DCC1_ 5QS 927 902 C_902 S_TN,Tiguan / Passat EN,,,Pre-Assembly,,0.95,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
243930,EN,Mod. DCC1_ 5QS 927 902 J_902 AC_TN,Tiguan / Passat EN,SKM Transf.,90°,Assembly,F,0.26,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.64,,0,0,0,0,0,,0
243930,EN,Mod. DCC1_ 5QS 927 902 J_902 AC_TN,Tiguan / Passat EN,A.S243,357I,Molding,1,0.28,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
243930,EN,Mod. DCC1_ 5QS 927 902 J_902 AC_TN,Tiguan / Passat EN,A047,172B,Molding,2,0.31,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
243930,EN,Mod. DCC1_ 5QS 927 902 J_902 AC_TN,Tiguan / Passat EN,,,Pre-Assembly,,0.95,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
243931,EN,Mod. DCC1_ 5QS 927 902 N_902 AA_TN,Tiguan / Passat EN,SKM Transf.,90°,Assembly,F,0.26,,"7,200","7,348",-148,-148,0,,0,,0,,0,,0,,0,,800,480,"1,600","1,690","1,600","1,728","1,600","2,100","1,600","1,350",0,,0,,0,,0,,0,,0,,0,,,,,,,,,800,1600,1600,1600,1600,,,,,,,,,0,0,0,0,0,0,320,-90,-128,-500,250,0,0,0,0,0,0,,570,"7,200",32.29,,,,,0,0,0,0,0,0,320,230,102,-398,-148,-148,-148,-148,-148,-148,-148,,,1.62,,0,0,2835,2400,800,,6035
243931,EN,Mod. DCC1_ 5QS 927 902 N_902 AA_TN,Tiguan / Passat EN,A.S243,357I,Molding,1,0.28,,"7,200","7,419",-219,-219,0,,0,,0,,0,,0,,0,,800,"1,018","1,600","1,863","1,600","1,618","1,600","1,760","1,600","1,160",0,,0,,0,,0,,0,,0,,0,,,,,,,,,800,1600,1600,1600,1600,,,,,,,,,0,0,0,0,0,0,-218,-263,-18,-160,440,0,0,0,0,0,0,,440,"7,200",34.85,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,2835,2400,800,,6035
243931,EN,Mod. DCC1_ 5QS 927 902 N_902 AA_TN,Tiguan / Passat EN,A047,172B,Molding,2,0.31,,"7,200","7,225",-25,-25,0,,0,,0,,0,,0,,0,,800,736,"1,600","1,640","1,600","1,910","1,600","1,819","1,600","1,120",0,,0,,0,,0,,0,,0,,0,,,,,,,,,800,1600,1600,1600,1600,,,,,,,,,0,0,0,0,0,0,64,-40,-310,-219,480,0,0,0,0,0,0,,544,"7,200",37.63,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,2835,2400,800,,6035
243931,EN,Mod. DCC1_ 5QS 927 902 N_902 AA_TN,Tiguan / Passat EN,,,Pre-Assembly,,0.95,,"7,200","7,200",0,0,0,,0,,0,,0,,0,,0,,"1,600","1,500","1,600","1,100","1,600","2,400","1,600","1,500",800,700,0,,0,,0,,0,,0,,0,,0,,,,,,,,,1600,1600,1600,1600,800,,,,,,,,,0,0,0,0,0,0,100,500,-800,100,100,0,0,0,0,0,0,,800,"7,200",114,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,2835,2400,800,,6035
243932,EN,Mod. DCC1_ 5QS 927 902 Q_902 AE_TN,Tiguan / Passat EN,SKM Transf.,90°,Assembly,F,0.26,,"11,200","9,323",277,"1,877",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,200,"1,600","2,183","1,600","1,750","1,600","1,310","1,600","1,790","1,600","1,070","1,600","1,020","1,600",,,,,,,,,,,,,,1600,1600,1600,1600,1600,1600,1600,,0,0,0,0,0,0,0,0,0,0,-200,-583,-150,290,-190,530,580,,"1,400","9,600",40.97,,,,,0,0,0,0,0,0,0,0,0,0,-200,-783,-933,-643,-833,-303,277,,,1.64,,600,0,0,1870,3600,,6070
243932,EN,Mod. DCC1_ 5QS 927 902 Q_902 AE_TN,Tiguan / Passat EN,A.S243,357I,Molding,1,0.28,,"11,200","9,982",-382,"1,218",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,"1,164","1,600","1,455","1,600","2,060","1,600","1,447","1,600","1,706","1,600",750,"1,600","1,400","1,600",,,,,,,,,,,,,,1600,1600,1600,1600,1600,1600,1600,,0,0,0,0,0,0,0,0,0,0,"-1,164",145,-460,153,-106,850,200,,"1,348","9,600",46.89,,,,,,,,,,,,,,,,,,,,,,,,0,,600,0,0,1870,3600,,6070
243932,EN,Mod. DCC1_ 5QS 927 902 Q_902 AE_TN,Tiguan / Passat EN,A047,172B,Molding,2,0.31,,"11,200","10,045",-445,"1,155",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,680,"1,600","2,050","1,600","1,856","1,600","1,240","1,600","2,180","1,600",915,"1,600","1,124","1,600",,,,,,,,,,,,,,1600,1600,1600,1600,1600,1600,1600,,0,0,0,0,0,0,0,0,0,0,-680,-450,-256,360,-580,685,476,,"1,521","9,600",52.32,,,,,,,,,,,,,,,,,,,,,,,,0,,600,0,0,1870,3600,,6070
243932,EN,Mod. DCC1_ 5QS 927 902 Q_902 AE_TN,Tiguan / Passat EN,,,Pre-Assembly,,0.95,,"11,200","11,200",-800,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,800,"1,450","1,600","3,300","1,600","1,700","1,600","1,250","1,600","2,600","1,600",600,"1,600",300,800,,,,,,,,,,,,,800,1600,1600,1600,1600,1600,1600,800,,0,0,0,0,0,0,0,0,0,0,-650,"-1,700",-100,350,"-1,000","1,000","1,300",,"2,650","10,400",177.33,,,,,,,,,,,,,,,,,,,,,,,,0,,600,0,0,1870,3600,,6070
243933,EN,Mod. DCC2_ 5QS 927 902 C_902 S_TN,Tiguan / Passat EN,SKM Round2,90°,Assembly,F,0.26,,"9,600","9,677",-877,-77,800,770,800,"1,490",800,"1,500",0,,0,,0,,800,669,800,600,800,298,0,900,0,900,0,,800,772,800,980,800,798,800,,800,,800,,,800,800,800,,,,800,800,800,,,,800,800,800,800,800,800,,30,-690,-700,0,0,0,131,200,502,-900,-900,0,28,-180,2,800,800,,"2,493","8,800",42.53,,,,,30,-660,"-1,360","-1,360","-1,360","-1,360","-1,229","-1,029",-527,"-1,427","-2,327","-2,327","-2,299","-2,479","-2,477","-1,677",-877,,,1.31,,2500,1300,600,1500,2500,,8400
243933,EN,Mod. DCC2_ 5QS 927 902 C_902 S_TN,Tiguan / Passat EN,A.S616,357F,Molding,1,0.28,,"9,600","9,635",-835,-35,800,653,800,"1,539",800,"1,749",0,,0,,0,,800,750,800,812,800,518,0,860,0,350,0,,800,874,800,"1,126",800,404,800,,800,,800,,,800,800,800,,,,800,800,800,,,,800,800,800,800,800,800,,147,-739,-949,0,0,0,50,-12,282,-860,-350,0,-74,-326,396,800,800,,"2,475","8,800",45.26,,,,,,,,,,,,,,,,,,,,,,,,0,,2500,1300,600,1500,2500,,8400
243933,EN,Mod. DCC2_ 5QS 927 902 C_902 S_TN,Tiguan / Passat EN,,,Pre-Assembly,,0.95,,"9,600","9,600",-800,0,800,800,800,"1,650",800,"1,600",0,,0,,0,,800,"1,000",800,"1,400",800,800,0,,0,,0,,800,"1,000",800,"1,350",800,,800,,800,,800,,,800,800,800,,,,800,800,800,,,,800,800,800,800,800,800,,0,-850,-800,0,0,0,-200,-600,0,0,0,0,-200,-550,800,800,800,,"2,400","8,800",152,,,,,,,,,,,,,,,,,,,,,,,,0,,2500,1300,600,1500,2500,,8400
243934,EN,Mod. DCC2_ 5QS 927 902 J_902 AC_TN,Tiguan / Passat EN,SKM Round,90°,Assembly,F,0.26,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.31,,0,0,0,0,0,,0
243934,EN,Mod. DCC2_ 5QS 927 902 J_902 AC_TN,Tiguan / Passat EN,A.S243,357I,Molding,1,0.28,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
243934,EN,Mod. DCC2_ 5QS 927 902 J_902 AC_TN,Tiguan / Passat EN,,,Pre-Assembly,,0.95,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
243935,EN,Mod. DCC2_ 5QS 927 902 N_902 AA_TN,Tiguan / Passat EN,SKM Round2,90°,Assembly,F,0.26,,"4,800","5,240",-440,-440,0,,0,,0,,800,550,800,"1,720",800,"1,650",0,300,0,,0,,800,420,800,600,800,,0,,0,,0,,0,,0,,0,,,,,,800,800,800,,,,800,800,800,,,,,,,,0,0,0,250,-920,-850,-300,0,0,380,200,800,0,0,0,0,0,,"1,630","4,800",23.03,,,,,0,0,0,250,-670,"-1,520","-1,820","-1,820","-1,820","-1,440","-1,240",-440,-440,-440,-440,-440,-440,,,1.31,,0,1800,300,600,1200,,3900
243935,EN,Mod. DCC2_ 5QS 927 902 N_902 AA_TN,Tiguan / Passat EN,A.S616,357F,Molding,1,0.28,,"4,800","4,538",262,262,0,,0,,0,,800,550,800,"1,235",800,"1,669",0,200,0,,0,,800,550,800,334,800,,0,,0,,0,,0,,0,,0,,,,,,800,800,800,,,,800,800,800,,,,,,,,0,0,0,250,-435,-869,-200,0,0,250,466,800,0,0,0,0,0,,"1,766","4,800",21.31,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1800,300,600,1200,,3900
243935,EN,Mod. DCC2_ 5QS 927 902 N_902 AA_TN,Tiguan / Passat EN,,,Pre-Assembly,,0.95,,"4,800","4,500",300,300,0,,0,,0,,800,"1,000",800,"1,100",800,"1,600",0,,0,,0,,800,800,800,,800,,0,,0,,0,,0,,0,,0,,,,,,800,800,800,,,,800,800,800,,,,,,,,0,0,0,-200,-300,-800,0,0,0,0,800,800,0,0,0,0,0,,"1,600","4,800",71.25,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1800,300,600,1200,,3900
243936,EN,Mod. DCC2_ 5QS 927 902 Q_902 AE_TN,Tiguan / Passat EN,SKM Round2,90°,Assembly,F,0.26,,"6,400","7,792","-1,392","-1,392",0,810,0,630,800,890,"1,600","2,089","1,600",970,"1,600","1,398",800,400,0,250,0,,0,,0,,0,,0,,0,,0,,0,,0,355,0,,,,,800,1600,1600,1600,800,,,,,,,,,,,,,-810,-630,-90,-489,630,202,400,-250,0,0,0,0,0,0,0,0,-355,,"1,232","6,400",34.25,,,,,-810,"-1,440","-1,530","-2,019","-1,389","-1,187",-787,"-1,037","-1,037","-1,037","-1,037","-1,037","-1,037","-1,037","-1,037","-1,037","-1,392",,,1.31,,1516,1400,0,900,200,,4016
243936,EN,Mod. DCC2_ 5QS 927 902 Q_902 AE_TN,Tiguan / Passat EN,A.S243,357I,Molding,1,0.28,,"6,400","6,951",-551,-551,0,653,0,308,800,"1,030","1,600","2,067","1,600",864,"1,600","1,495",800,172,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,362,0,,,,,800,1600,1600,1600,800,,,,,,,,,,,,,-653,-308,-230,-467,736,105,628,0,0,0,0,0,0,0,0,0,-362,,"1,469","6,400",32.65,,,,,,,,,,,,,,,,,,,,,,,,0,,1516,1400,0,900,200,,4016
243936,EN,Mod. DCC2_ 5QS 927 902 Q_902 AE_TN,Tiguan / Passat EN,,,Pre-Assembly,,0.95,,"6,400","6,400",0,0,0,,0,,"1,600","1,650","1,600","1,600","1,600",850,"1,600","1,600",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,700,0,,,,,1600,1600,1600,1600,,,,,,,,,,,,,,0,0,-50,0,750,0,0,0,0,0,0,0,0,0,0,0,-700,,750,"6,400",101.33,,,,,,,,,,,,,,,,,,,,,,,,0,,1516,1400,0,900,200,,4016
243937,EN,Mod. DCC_ 5WA 902 K+6Q0 927 905 B_TN,Tiguan / Passat EN,SKM Transf.,90°,Assembly,F,0.26,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.62,,0,0,0,0,0,,0
243937,EN,Mod. DCC_ 5WA 902 K+6Q0 927 905 B_TN,Tiguan / Passat EN,,,Molding,,,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
243937,EN,Mod. DCC_ 5WA 902 K+6Q0 927 905 B_TN,Tiguan / Passat EN,,,Pre-Assembly,,0.63,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
243938,EN,Mod. DCC HM_Ver.C52 + 6Q0 927 905 B_TN,Tiguan / Passat EN,SKM Transf.,90°,Assembly,F,0.26,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.31,,0,0,0,0,0,,0
243938,EN,Mod. DCC HM_Ver.C52 + 6Q0 927 905 B_TN,Tiguan / Passat EN,A.S243,357I,Molding,1,0.28,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
243938,EN,Mod. DCC HM_Ver.C52 + 6Q0 927 905 B_TN,Tiguan / Passat EN,,,Pre-Assembly,,0.95,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
243939,EN,Mod. DCC_ 5WA 902 AJ+6Q0 927 905 B_TN,Tiguan / Passat EN,SKM Transf.,90°,Assembly,F,0.26,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.54,,0,0,0,0,0,,0
243939,EN,Mod. DCC_ 5WA 902 AJ+6Q0 927 905 B_TN,Tiguan / Passat EN,A.S243,357I,Molding,1,0.28,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
243939,EN,Mod. DCC_ 5WA 902 AJ+6Q0 927 905 B_TN,Tiguan / Passat EN,A047,172B,Molding,2,0.31,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
243939,EN,Mod. DCC_ 5WA 902 AJ+6Q0 927 905 B_TN,Tiguan / Passat EN,,,Pre-Assembly,,0.95,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
243940,EN,Mod. DCC_ 5WA 902 AK+6Q0 927 905 B_TN,Tiguan / Passat EN,SKM Transf.,90°,Assembly,F,0.26,,"1,600","1,800",-200,-200,800,"1,000",800,800,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,800,800,,,,,,,,,,,,,,,,,,-200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"1,600",7.91,,,,,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,,,1.62,,700,600,0,0,0,,1300
243940,EN,Mod. DCC_ 5WA 902 AK+6Q0 927 905 B_TN,Tiguan / Passat EN,A.S243,357I,Molding,1,0.28,,"1,600","1,712",-112,-112,800,"1,285",800,427,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,800,800,,,,,,,,,,,,,,,,,,-485,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,373,"1,600",8.04,,,,,,,,,,,,,,,,,,,,,,,,0,,700,600,0,0,0,,1300
243940,EN,Mod. DCC_ 5WA 902 AK+6Q0 927 905 B_TN,Tiguan / Passat EN,A047,172B,Molding,2,0.31,,"1,600",400,"1,200","1,200",800,,800,400,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,800,800,,,,,,,,,,,,,,,,,,800,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"1,200","1,600",2.08,,,,,,,,,,,,,,,,,,,,,,,,0,,700,600,0,0,0,,1300
243940,EN,Mod. DCC_ 5WA 902 AK+6Q0 927 905 B_TN,Tiguan / Passat EN,,,Pre-Assembly,,0.95,,"1,600","1,500",100,100,"1,600","1,500",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,1600,,,,,,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,100,"1,600",23.75,,,,,,,,,,,,,,,,,,,,,,,,0,,700,600,0,0,0,,1300
243941,EN,Mod. DCC_ 5WA 902 AL+6Q0 927 905 B_TN,Tiguan / Passat EN,SKM Transf.,90°,Assembly,F,0.26,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.62,,0,0,0,0,0,,0
243941,EN,Mod. DCC_ 5WA 902 AL+6Q0 927 905 B_TN,Tiguan / Passat EN,A.S243,357I,Molding,1,0.28,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
243941,EN,Mod. DCC_ 5WA 902 AL+6Q0 927 905 B_TN,Tiguan / Passat EN,A047,172B,Molding,2,0.31,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
